compound_id,source_name,formula,ion_mode,charge,exact_mass,formula_score,best_path_score,path_count,mechanism_count,source_fragment_count,generation_types,best_node_id,representative_path,all_node_ids,diagnostic_tag,material_diagnostic_score
PEI,Polyetherimide (Ultem),C30H28O,negative,-1,404.21401552201,0.522,0.352,4,1,4,recombination,node_19508,node_0108 + node_0111 | h_transfer_recombination | electron_gain,node_19508;node_19524;node_19552;node_19560,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C30H28O2,negative,-1,420.20893014158,0.522,0.352,4,1,4,recombination,node_19532,node_0108 + node_0117 | h_transfer_recombination | electron_gain,node_19532;node_19564;node_19588;node_19620,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C30H28O3,negative,-1,436.20384476115,0.522,0.352,4,1,4,recombination,node_19596,node_0110 + node_0117 | h_transfer_recombination | electron_gain,node_19596;node_19624;node_19688;node_19708,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C31H24O4,negative,-1,460.1674592518,0.522,0.352,24,1,24,recombination,node_16296,node_0072 + node_0109 | h_transfer_recombination | electron_gain,node_16296;node_16416;node_16552;node_16568;node_16680;node_16688;node_17100;node_17208;node_17320;node_17336;node_17436;node_17444;node_17796;node_17892;node_17980;node_17996;node_18084;node_18092;node_18384;node_18468;node_18532;node_18548;node_18624;node_18632,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C31H24O5,negative,-1,476.16237387137,0.522,0.352,48,1,48,recombination,node_16304,node_0072 + node_0111 | h_transfer_recombination | electron_gain,node_16304;node_16320;node_16420;node_16428;node_16560;node_16592;node_16684;node_16700;node_16820;node_16836;node_16944;node_16952;node_17108;node_17124;node_17212;node_17220;node_17328;node_17360;node_17440;node_17456;node_17552;node_17568;node_17664;node_17672;node_17804;node_17820;node_17896;node_17904;node_17988;node_18020;node_18088;node_18104;node_18176;node_18192;node_18276;node_18284;node_18392;node_18408;node_18472;node_18480;node_18540;node_18572;node_18628;node_18644;node_18692;node_18708;node_18780;node_18788,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C31H24O6,negative,-1,492.15728849094,0.522,0.352,24,1,24,recombination,node_16328,node_0072 + node_0117 | h_transfer_recombination | electron_gain,node_16328;node_16432;node_16828;node_16860;node_16948;node_16964;node_17132;node_17224;node_17560;node_17592;node_17668;node_17684;node_17828;node_17908;node_18184;node_18216;node_18280;node_18296;node_18416;node_18484;node_18700;node_18732;node_18784;node_18800,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C53H31O13,negative,-1,875.17646605354,0.520964706789292,0.350964706789292,4,1,4,recombination,node_10558,node_0042 + node_0054 | dehydrogenative_coupling | deprotonation,node_10558;node_10606;node_11018;node_11066,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C39H24O9,negative,-1,636.14203234965,0.5207715935300701,0.35077159353007,20,1,20,recombination,node_10758,node_0042 + node_0104 | dehydrogenative_coupling | deprotonation,node_10758;node_10790;node_11218;node_11250;node_11554;node_11578;node_11602;node_11626;node_13146;node_13170;node_13194;node_13218;node_13906;node_13930;node_13954;node_13978;node_15250;node_15274;node_15298;node_15322,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C51H28O13,positive,1,848.15299095685,0.52036940180863,0.3503694018086299,16,1,16,recombination,node_6541,node_0016 + node_0076 | single_dehydrogenative_recombination | protonation,node_6541;node_6553;node_6565;node_6577;node_7001;node_7469;node_7937;node_8405;node_15875;node_15899;node_15923;node_15947;node_16063;node_16075;node_16087;node_16099,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C44H27O9,positive,1,699.16550744634,0.520166898510732,0.3501668985107319,54,1,54,recombination,node_16009,node_0070 + node_0110 | dehydrogenative_coupling | protonation,node_6607;node_6615;node_6851;node_6863;node_6875;node_6887;node_7007;node_7015;node_7027;node_7039;node_7323;node_7331;node_7343;node_7355;node_7475;node_7487;node_7495;node_7507;node_7791;node_7803;node_7811;node_7823;node_7943;node_7955;node_7967;node_7975;node_8259;node_8271;node_8283;node_8291;node_8411;node_8423;node_8435;node_8447;node_9651;node_9963;node_16009;node_16025;node_16445;node_16469;node_16493;node_16517;node_16729;node_16753;node_16777;node_17237;node_17261;node_17285;node_17485;node_17509;node_17921;node_17945;node_18133;node_18497,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C44H27O9,negative,-1,699.16550744634,0.520166898510732,0.3501668985107319,72,1,72,recombination,node_16014,node_0070 + node_0111 | h_transfer_recombination | deprotonation,node_6608;node_6616;node_6852;node_6864;node_6876;node_6888;node_7008;node_7016;node_7028;node_7040;node_7324;node_7332;node_7344;node_7356;node_7476;node_7488;node_7496;node_7508;node_7792;node_7804;node_7812;node_7824;node_7944;node_7956;node_7968;node_7976;node_8260;node_8272;node_8284;node_8292;node_8412;node_8424;node_8436;node_8448;node_9652;node_9964;node_16014;node_16030;node_16134;node_16142;node_16450;node_16474;node_16498;node_16522;node_16630;node_16642;node_16654;node_16666;node_16734;node_16758;node_16782;node_16902;node_16914;node_16926;node_17242;node_17266;node_17290;node_17398;node_17410;node_17422;node_17490;node_17514;node_17634;node_17646;node_17926;node_17950;node_18058;node_18070;node_18138;node_18258;node_18502;node_18610,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C37H26O5,negative,-1,550.17802393583,0.5199643952128341,0.349964395212834,36,1,36,recombination,node_6922,node_0018 + node_0110 | single_dehydrogenative_recombination | deprotonation,node_6922;node_6930;node_7074;node_7390;node_7398;node_7542;node_7858;node_7866;node_8010;node_8326;node_8334;node_8478;node_9510;node_9522;node_9534;node_9546;node_9662;node_9674;node_9686;node_9698;node_9974;node_9986;node_9998;node_10010;node_16580;node_16596;node_16840;node_17348;node_17364;node_17572;node_18008;node_18024;node_18196;node_18560;node_18576;node_18712,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C44H29O9,positive,1,701.1811575108001,0.51976376849784,0.3497637684978399,36,1,36,recombination,node_16013,node_0070 + node_0111 | h_transfer_recombination | protonation,node_16013;node_16029;node_16133;node_16141;node_16449;node_16473;node_16497;node_16521;node_16629;node_16641;node_16653;node_16665;node_16733;node_16757;node_16781;node_16901;node_16913;node_16925;node_17241;node_17265;node_17289;node_17397;node_17409;node_17421;node_17489;node_17513;node_17633;node_17645;node_17925;node_17949;node_18057;node_18069;node_18137;node_18257;node_18501;node_18609,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C11H6O3,negative,-1,186.03169405209,0.518,0.428,2,1,2,recombination,node_13626,node_0056 + node_0100 | dehydrogenative_coupling | deprotonation,node_13626;node_15666,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C35H16O8,negative,-1,564.08451747224,0.5171830965055519,0.3471830965055519,6,1,6,recombination,node_6582,node_0016 + node_0096 | single_dehydrogenative_recombination | deprotonation,node_6582;node_6626;node_8562;node_10262;node_15952;node_16040,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C44H27O10,positive,1,715.16042206591,0.5169679155868179,0.3469679155868179,21,1,21,recombination,node_16033,node_0070 + node_0116 | dehydrogenative_coupling | protonation,node_6619;node_7019;node_7031;node_7043;node_7479;node_7499;node_7511;node_7947;node_7959;node_7979;node_8415;node_8427;node_8439;node_10103;node_16033;node_16737;node_16761;node_16785;node_17493;node_17517;node_18141,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C44H27O10,negative,-1,715.16042206591,0.5169679155868179,0.3469679155868179,28,1,28,recombination,node_16038,node_0070 + node_0117 | h_transfer_recombination | deprotonation,node_6620;node_7020;node_7032;node_7044;node_7480;node_7500;node_7512;node_7948;node_7960;node_7980;node_8416;node_8428;node_8440;node_10104;node_16038;node_16146;node_16742;node_16766;node_16790;node_16906;node_16918;node_16930;node_17498;node_17522;node_17638;node_17650;node_18146;node_18262,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C37H26O6,negative,-1,566.1729385554,0.51676541228892,0.34676541228892,36,1,36,recombination,node_6934,node_0018 + node_0116 | single_dehydrogenative_recombination | deprotonation,node_6934;node_7078;node_7086;node_7402;node_7546;node_7554;node_7870;node_8014;node_8022;node_8338;node_8482;node_8490;node_9666;node_9678;node_9690;node_9702;node_9978;node_9990;node_10002;node_10014;node_10114;node_10126;node_10138;node_10150;node_16604;node_16848;node_16864;node_17372;node_17580;node_17596;node_18032;node_18204;node_18220;node_18584;node_18720;node_18736,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C44H29O10,positive,1,717.17607213037,0.5165647855739259,0.3465647855739259,14,1,14,recombination,node_16037,node_0070 + node_0117 | h_transfer_recombination | protonation,node_16037;node_16145;node_16741;node_16765;node_16789;node_16905;node_16917;node_16929;node_17497;node_17521;node_17637;node_17649;node_18145;node_18261,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C46H27O12,negative,-1,771.15025130505,0.51576994973899,0.34576994973899,20,1,20,recombination,node_10632,node_0042 + node_0073 | h_transfer_recombination | electron_gain,node_10632;node_10656;node_10680;node_10704;node_10884;node_10896;node_10908;node_10920;node_11092;node_11116;node_11140;node_11164;node_11340;node_11352;node_11364;node_11376;node_11532;node_11780;node_13884;node_14108,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C32H20O8,negative,-1,532.11581760116,0.5155768364797682,0.345576836479768,14,1,14,recombination,node_15972,node_0070 + node_0101 | h_transfer_recombination | electron_gain,node_15972;node_16112;node_16176;node_16200;node_16224;node_16356;node_16368;node_16380;node_17004;node_17028;node_17160;node_17172;node_17724;node_17856,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C37H28O4,negative,-1,536.19875938072,0.514760248123856,0.344760248123856,8,1,8,recombination,node_16576,node_0074 + node_0109 | h_transfer_recombination | electron_gain,node_16576;node_16692;node_17344;node_17448;node_18004;node_18096;node_18556;node_18636,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C35H16O9,negative,-1,580.07943209181,0.5139841135816381,0.343984113581638,6,1,6,recombination,node_6586,node_0016 + node_0098 | single_dehydrogenative_recombination | deprotonation,node_6586;node_6630;node_8718;node_10418;node_15960;node_16048,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C37H26O7,negative,-1,582.16785317497,0.513566429365006,0.343566429365006,12,1,12,recombination,node_7090,node_0019 + node_0116 | single_dehydrogenative_recombination | deprotonation,node_7090;node_7558;node_8026;node_8494;node_10118;node_10130;node_10142;node_10154;node_16872;node_17604;node_18228;node_18744,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C46H32O9,positive,1,728.20463260749,0.512359073478502,0.342359073478502,4,1,4,recombination,node_12323,node_0050 + node_0054 | dehydrogenative_coupling | electron_loss,node_12323;node_12371;node_13119;node_14579,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C12H6O,positive,1,166.04186481295,0.512,0.342,4,1,4,recombination,node_18819,node_0096 + node_0098 | dehydrogenative_coupling | electron_loss,node_18819;node_18907;node_19035;node_19743,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C15H12,positive,1,192.09390038676,0.512,0.342,4,1,4,recombination,node_18835,node_0096 + node_0102 | dehydrogenative_coupling | electron_loss,node_18835;node_18851;node_19271;node_19459,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C37H28O5,negative,-1,552.19367400029,0.5115612651999419,0.341561265199942,24,1,24,recombination,node_16584,node_0074 + node_0111 | h_transfer_recombination | electron_gain,node_16584;node_16600;node_16696;node_16704;node_16844;node_16956;node_17352;node_17368;node_17452;node_17460;node_17576;node_17676;node_18012;node_18028;node_18100;node_18108;node_18200;node_18288;node_18564;node_18580;node_18640;node_18648;node_18716;node_18792,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C14H5O3,positive,1,221.02386901986,0.51,0.34,4,1,4,recombination,node_13607,node_0056 + node_0096 | dehydrogenative_coupling | electron_loss,node_13607;node_13695;node_15647;node_15735,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C14H5O4,positive,1,237.01878363943,0.51,0.34,8,1,8,recombination,node_12879,node_0052 + node_0096 | dehydrogenative_coupling | electron_loss,node_12879;node_12959;node_13615;node_13703;node_15031;node_15111;node_15655;node_15743,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C14H5O5,positive,1,253.013698259,0.51,0.34,4,1,4,recombination,node_12887,node_0052 + node_0098 | dehydrogenative_coupling | electron_loss,node_12887;node_12967;node_15039;node_15119,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C17H11O3,positive,1,263.07081921324,0.51,0.34,4,1,4,recombination,node_13631,node_0056 + node_0102 | dehydrogenative_coupling | electron_loss,node_13631;node_13647;node_15671;node_15687,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C17H11O4,positive,1,279.06573383281,0.51,0.34,10,1,10,recombination,node_12083,node_0048 + node_0100 | dehydrogenative_coupling | electron_loss,node_12083;node_12903;node_12919;node_13639;node_13671;node_14363;node_15055;node_15071;node_15679;node_15711,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C17H11O5,positive,1,295.06064845238,0.51,0.34,4,1,4,recombination,node_12911,node_0052 + node_0104 | dehydrogenative_coupling | electron_loss,node_12911;node_12943;node_15063;node_15095,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C20H9O4,positive,1,313.05008376835,0.51,0.34,4,1,4,recombination,node_12067,node_0048 + node_0096 | dehydrogenative_coupling | electron_loss,node_12067;node_12155;node_14347;node_14435,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C20H9O5,positive,1,329.04499838792,0.51,0.34,4,1,4,recombination,node_12075,node_0048 + node_0098 | dehydrogenative_coupling | electron_loss,node_12075;node_12163;node_14355;node_14443,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C23H15O4,positive,1,355.09703396173,0.51,0.34,14,1,14,recombination,node_11631,node_0046 + node_0096 | dehydrogenative_coupling | electron_loss,node_11631;node_11719;node_12091;node_12107;node_12927;node_13663;node_13679;node_13983;node_14071;node_14371;node_14387;node_15079;node_15703;node_15719,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C23H15O5,positive,1,371.0919485813,0.51,0.34,14,1,14,recombination,node_11639,node_0046 + node_0098 | dehydrogenative_coupling | electron_loss,node_11639;node_11727;node_12099;node_12131;node_12935;node_12951;node_13687;node_13991;node_14079;node_14379;node_14411;node_15087;node_15103;node_15727,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C24H11O7,positive,1,411.05047769152,0.51,0.34,8,1,8,recombination,node_13511,node_0056 + node_0072 | dehydrogenative_coupling | electron_loss,node_13511;node_13535;node_13559;node_13583;node_15551;node_15575;node_15599;node_15623,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C24H11O8,positive,1,427.04539231109,0.51,0.34,8,1,8,recombination,node_12783,node_0052 + node_0072 | dehydrogenative_coupling | electron_loss,node_12783;node_12807;node_12831;node_12855;node_14935;node_14959;node_14983;node_15007,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C26H21O4,positive,1,397.14398415511,0.51,0.34,6,1,6,recombination,node_11655,node_0046 + node_0102 | dehydrogenative_coupling | electron_loss,node_11655;node_11671;node_12507;node_14007;node_14023;node_14715,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C26H21O5,positive,1,413.13889877468,0.51,0.34,6,1,6,recombination,node_11663,node_0046 + node_0104 | dehydrogenative_coupling | electron_loss,node_11663;node_11695;node_13255;node_14015;node_14047;node_15359,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C29H19O4,positive,1,431.12833409065,0.51,0.34,6,1,6,recombination,node_12115,node_0048 + node_0108 | dehydrogenative_coupling | electron_loss,node_12115;node_12491;node_12579;node_14395;node_14699;node_14787,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C29H19O5,positive,1,447.12324871022,0.51,0.34,12,1,12,recombination,node_12123,node_0048 + node_0110 | dehydrogenative_coupling | electron_loss,node_12123;node_12139;node_12499;node_12587;node_13239;node_13319;node_14403;node_14419;node_14707;node_14795;node_15343;node_15423,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C29H19O6,positive,1,463.1181633297901,0.51,0.34,6,1,6,recombination,node_12147,node_0048 + node_0116 | dehydrogenative_coupling | electron_loss,node_12147;node_13247;node_13327;node_14427;node_15351;node_15431,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C30H15O7,positive,1,487.08177782044,0.51,0.34,8,1,8,recombination,node_13519,node_0056 + node_0074 | dehydrogenative_coupling | electron_loss,node_13519;node_13543;node_13567;node_13591;node_15559;node_15583;node_15607;node_15631,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C32H25O4,positive,1,473.17528428403,0.51,0.34,6,1,6,recombination,node_11679,node_0046 + node_0108 | dehydrogenative_coupling | electron_loss,node_11679;node_12515;node_12531;node_14031;node_14723;node_14739,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C32H25O5,positive,1,489.1701989036,0.51,0.34,12,1,12,recombination,node_11687,node_0046 + node_0110 | dehydrogenative_coupling | electron_loss,node_11687;node_11703;node_12523;node_12555;node_13263;node_13279;node_14039;node_14055;node_14731;node_14763;node_15367;node_15383,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C44H22O12,positive,1,742.1111261439,0.50957777477122,0.33957777477122,4,1,4,recombination,node_10531,node_0042 + node_0048 | dehydrogenative_coupling | electron_loss,node_10531;node_10579;node_10991;node_11039,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C30H15O8,positive,1,503.07669244001,0.5093846615119981,0.339384661511998,24,1,24,recombination,node_11971,node_0048 + node_0072 | dehydrogenative_coupling | electron_loss,node_11971;node_11995;node_12019;node_12043;node_12791;node_12815;node_12839;node_12863;node_13527;node_13551;node_13575;node_13599;node_14251;node_14275;node_14299;node_14323;node_14943;node_14967;node_14991;node_15015;node_15567;node_15591;node_15615;node_15639,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C59H30O16,positive,1,994.15338488002,0.509169323023996,0.339169323023996,6,1,6,recombination,node_10621,node_0042 + node_0070 | dehydrogenative_coupling | protonation,node_4407;node_4563;node_6475;node_6479;node_10621;node_11081,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C59H30O16,negative,-1,994.15338488002,0.509169323023996,0.339169323023996,8,1,8,recombination,node_10626,node_0042 + node_0071 | h_transfer_recombination | deprotonation,node_4408;node_4564;node_6476;node_6480;node_10626;node_10882;node_11086;node_11338,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C45H23O12,positive,1,755.11895117613,0.5089762097647739,0.3389762097647739,12,1,12,recombination,node_15857,node_0070 + node_0072 | dehydrogenative_coupling | protonation,node_6531;node_6543;node_6555;node_6567;node_6687;node_7155;node_7623;node_8091;node_15857;node_15881;node_15905;node_15929,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C45H23O12,negative,-1,755.11895117613,0.5089762097647739,0.3389762097647739,16,1,16,recombination,node_15862,node_0070 + node_0073 | h_transfer_recombination | deprotonation,node_6532;node_6544;node_6556;node_6568;node_6688;node_7156;node_7624;node_8092;node_15862;node_15886;node_15910;node_15934;node_16058;node_16070;node_16082;node_16094,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C32H25O6,positive,1,505.16511352317,0.508966977295366,0.338966977295366,6,1,6,recombination,node_11711,node_0046 + node_0116 | dehydrogenative_coupling | electron_loss,node_11711;node_13271;node_13303;node_14063;node_15375;node_15407,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C52H29O12,negative,-1,845.16590136951,0.5089668197260979,0.338966819726098,30,1,30,recombination,node_4418,node_0002 + node_0074 | single_dehydrogenative_recombination | deprotonation,node_4418;node_4430;node_4442;node_4454;node_4574;node_4586;node_4598;node_4610;node_5034;node_5938;node_6494;node_6518;node_6790;node_6794;node_7258;node_7262;node_7726;node_7730;node_8194;node_8198;node_10636;node_10660;node_10684;node_10708;node_11096;node_11120;node_11144;node_11168;node_12388;node_14596,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C35H18O8,negative,-1,566.1001675367,0.50877996649266,0.33877996649266,4,1,4,recombination,node_15956,node_0070 + node_0097 | h_transfer_recombination | electron_gain,node_15956;node_16044;node_16104;node_16148,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C38H22O8,negative,-1,606.13146766562,0.508773706466876,0.338773706466876,54,1,54,recombination,node_6594,node_0016 + node_0102 | single_dehydrogenative_recombination | deprotonation,node_6594;node_6602;node_6694;node_6706;node_6718;node_6730;node_6850;node_6858;node_6870;node_6882;node_7166;node_7174;node_7186;node_7198;node_7318;node_7330;node_7338;node_7350;node_7634;node_7646;node_7654;node_7666;node_7786;node_7798;node_7810;node_7818;node_8102;node_8114;node_8126;node_8134;node_8254;node_8266;node_8278;node_8290;node_9030;node_9342;node_15976;node_15992;node_16156;node_16180;node_16204;node_16228;node_16452;node_16476;node_16500;node_16984;node_17008;node_17032;node_17244;node_17268;node_17704;node_17728;node_17928;node_18316,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C59H32O16,positive,1,996.16903494448,0.508766193011104,0.338766193011104,4,1,4,recombination,node_10625,node_0042 + node_0071 | h_transfer_recombination | protonation,node_10625;node_10881;node_11085;node_11337,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C45H28O8,negative,-1,696.178417859,0.5087643164282001,0.3387643164282,10,1,10,recombination,node_10774,node_0042 + node_0108 | dehydrogenative_coupling | deprotonation,node_10774;node_11234;node_12406;node_12430;node_12454;node_12478;node_14614;node_14638;node_14662;node_14686,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C45H25O12,positive,1,757.13460124059,0.5085730797518819,0.3385730797518819,8,1,8,recombination,node_15861,node_0070 + node_0073 | h_transfer_recombination | protonation,node_15861;node_15885;node_15909;node_15933;node_16057;node_16069;node_16081;node_16093,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C37H28O6,negative,-1,568.18858861986,0.5083622822760281,0.338362282276028,24,1,24,recombination,node_16608,node_0074 + node_0117 | h_transfer_recombination | electron_gain,node_16608;node_16708;node_16852;node_16868;node_16960;node_16968;node_17376;node_17464;node_17584;node_17600;node_17680;node_17688;node_18036;node_18112;node_18208;node_18224;node_18292;node_18300;node_18588;node_18652;node_18724;node_18740;node_18796;node_18804,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C30H15O9,positive,1,519.0716070595801,0.506185678588084,0.336185678588084,8,1,8,recombination,node_12799,node_0052 + node_0076 | dehydrogenative_coupling | electron_loss,node_12799;node_12823;node_12847;node_12871;node_14951;node_14975;node_14999;node_15023,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C52H29O13,negative,-1,861.16081598908,0.5057678368021841,0.335767836802184,30,1,30,recombination,node_4422,node_0002 + node_0076 | single_dehydrogenative_recombination | deprotonation,node_4422;node_4434;node_4446;node_4458;node_4578;node_4590;node_4602;node_4614;node_5318;node_6222;node_6502;node_6526;node_6946;node_6950;node_7414;node_7418;node_7882;node_7886;node_8350;node_8354;node_10644;node_10668;node_10692;node_10716;node_11104;node_11128;node_11152;node_11176;node_13136;node_15240,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C35H18O9,negative,-1,582.09508215627,0.5055809835687461,0.335580983568746,4,1,4,recombination,node_15964,node_0070 + node_0099 | h_transfer_recombination | electron_gain,node_15964;node_16052;node_16108;node_16152,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C38H22O9,negative,-1,622.1263822851901,0.505574723542962,0.335574723542962,54,1,54,recombination,node_6598,node_0016 + node_0104 | single_dehydrogenative_recombination | deprotonation,node_6598;node_6614;node_6698;node_6710;node_6722;node_6734;node_7006;node_7014;node_7026;node_7038;node_7170;node_7178;node_7190;node_7202;node_7474;node_7486;node_7494;node_7506;node_7638;node_7650;node_7658;node_7670;node_7942;node_7954;node_7966;node_7974;node_8106;node_8118;node_8130;node_8138;node_8410;node_8422;node_8434;node_8446;node_9186;node_9810;node_15984;node_16016;node_16164;node_16188;node_16212;node_16236;node_16720;node_16744;node_16768;node_16992;node_17016;node_17040;node_17476;node_17500;node_17712;node_17736;node_18124;node_18324,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C45H28O9,negative,-1,712.17333247857,0.505565333504286,0.3355653335042861,20,1,20,recombination,node_10782,node_0042 + node_0110 | dehydrogenative_coupling | deprotonation,node_10782;node_10798;node_11242;node_11258;node_12414;node_12438;node_12462;node_12486;node_13154;node_13178;node_13202;node_13226;node_14622;node_14646;node_14670;node_14694;node_15258;node_15282;node_15306;node_15330,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C37H28O7,negative,-1,584.18350323943,0.505163299352114,0.335163299352114,8,1,8,recombination,node_16876,node_0076 + node_0117 | h_transfer_recombination | electron_gain,node_16876;node_16972;node_17608;node_17692;node_18232;node_18304;node_18748;node_18808,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C60H32O16,negative,-1,1008.16903494448,0.5043661930111041,0.354366193011104,3,1,3,recombination,node_4358,node_0002 + node_0044 | single_dehydrogenative_recombination | deprotonation,node_4358;node_4514;node_10516,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C45H28O10,negative,-1,728.16824709814,0.5023663505803722,0.332366350580372,10,1,10,recombination,node_10806,node_0042 + node_0116 | dehydrogenative_coupling | deprotonation,node_10806;node_11266;node_13162;node_13186;node_13210;node_13234;node_15266;node_15290;node_15314;node_15338,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C15H15O2,negative,-1,227.10720472259,0.502,0.502,1,1,1,fragment_h_shift,node_4346,M | break 2 bond(s) | h_shift_+1 | electron_gain,node_4346,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C29H13O8,positive,1,489.06104237555,0.502,0.502,1,1,1,fragment_h_shift,node_4251,M | break 2 bond(s) | h_shift_-1 | electron_loss,node_4251,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C29H15O8,negative,-1,491.07669244001,0.502,0.502,1,1,1,fragment_h_shift,node_4254,M | break 2 bond(s) | h_shift_+1 | electron_gain,node_4254,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C47H28O12,positive,1,784.15807633728,0.5011683847325441,0.331168384732544,4,1,4,recombination,node_10523,node_0042 + node_0046 | dehydrogenative_coupling | electron_loss,node_10523;node_10571;node_10983;node_11031,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C33H21O8,positive,1,545.12364263339,0.500975271473322,0.330975271473322,10,1,10,recombination,node_10739,node_0042 + node_0100 | dehydrogenative_coupling | electron_loss,node_10739;node_11199;node_11535;node_11559;node_11583;node_11607;node_13887;node_13911;node_13935;node_13959,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C52H31O12,negative,-1,847.1815514339701,0.500563689713206,0.330563689713206,20,1,20,recombination,node_10640,node_0042 + node_0075 | h_transfer_recombination | electron_gain,node_10640;node_10664;node_10688;node_10712;node_10888;node_10900;node_10912;node_10924;node_11100;node_11124;node_11148;node_11172;node_11344;node_11356;node_11368;node_11380;node_12392;node_12632;node_14600;node_14816,structural_candidate_only,0.1
PEI,Polyetherimide (Ultem),C38H24O8,negative,-1,608.14711773008,0.5003705764539841,0.330370576453984,36,1,36,recombination,node_15980,node_0070 + node_0103 | h_transfer_recombination | electron_gain,node_15980;node_15996;node_16116;node_16124;node_16160;node_16184;node_16208;node_16232;node_16348;node_16360;node_16372;node_16384;node_16456;node_16480;node_16504;node_16632;node_16644;node_16656;node_16988;node_17012;node_17036;node_17152;node_17164;node_17176;node_17248;node_17272;node_17400;node_17412;node_17708;node_17732;node_17848;node_17860;node_17932;node_18060;node_18320;node_18436,structural_candidate_only,0.1
