material,spectrum_id,ion_mode,mz,intensity,category,reason,parent_elements
PPS,PPS_-PPS-1,negative,139.978602766942,967.5468352019806,medium_fragment,"m/z 140.0 in 100-300 range — medium fragment, likely structural or multi-bond break product","['C', 'S']"
PTFE,PTFE_+PTFE-1,positive,92.99796708219728,1445.0978011303428,small_fragment,"m/z 93.0 in 25-100 range — small fragment, could be hydrocarbon, oxygenated, or functional group fragment","['C', 'F']"
PTFE,PTFE_-PTFE-1,negative,37.99699413819487,227.2971389741547,small_fragment,"m/z 38.0 in 25-100 range — small fragment, could be hydrocarbon, oxygenated, or functional group fragment","['C', 'F']"
PTFE,PTFE_-PTFE-1,negative,42.99769141029003,64.33371605314338,small_fragment,"m/z 43.0 in 25-100 range — small fragment, could be hydrocarbon, oxygenated, or functional group fragment","['C', 'F']"
PVDF,PVDF_+PVDF-1,positive,39.02375227906765,1101.3965681601526,small_fragment,"m/z 39.0 in 25-100 range — small fragment, could be hydrocarbon, oxygenated, or functional group fragment","['C', 'F']"
PVDF,PVDF_+PVDF-1,positive,57.0126953120633,917.7311725452812,small_fragment,"m/z 57.0 in 25-100 range — small fragment, could be hydrocarbon, oxygenated, or functional group fragment","['C', 'F']"
PVDF,PVDF_+PVDF-1,positive,68.99908154154852,1842.9567842389577,small_fragment,"m/z 69.0 in 25-100 range — small fragment, could be hydrocarbon, oxygenated, or functional group fragment","['C', 'F']"
PVDF,PVDF_+PVDF-1,positive,95.01023279404276,1405.8452494439148,small_fragment,"m/z 95.0 in 25-100 range — small fragment, could be hydrocarbon, oxygenated, or functional group fragment","['C', 'F']"
PVDF,PVDF_+PVDF-1,positive,113.00178136072245,2924.95074674293,medium_fragment,"m/z 113.0 in 100-300 range — medium fragment, likely structural or multi-bond break product","['C', 'F']"
PVDF,PVDF_+PVDF-1,positive,133.00643508673906,1990.344772799492,medium_fragment,"m/z 133.0 in 100-300 range — medium fragment, likely structural or multi-bond break product","['C', 'F']"
PVDF,PVDF_-PVDF-1,negative,25.00832641360468,142.06576987778186,small_fragment,"m/z 25.0 in 25-100 range — small fragment, could be hydrocarbon, oxygenated, or functional group fragment","['C', 'F']"
PVDF,PVDF_-PVDF-1,negative,39.009231482380045,1359.32975984468,small_fragment,"m/z 39.0 in 25-100 range — small fragment, could be hydrocarbon, oxygenated, or functional group fragment","['C', 'F']"
PVDF,PVDF_-PVDF-1,negative,42.9990168732454,59.02044606303248,small_fragment,"m/z 43.0 in 25-100 range — small fragment, could be hydrocarbon, oxygenated, or functional group fragment","['C', 'F']"
PVDF,PVDF_-PVDF-1,negative,48.00093665821608,89.88941881568395,small_fragment,"m/z 48.0 in 25-100 range — small fragment, could be hydrocarbon, oxygenated, or functional group fragment","['C', 'F']"
PVDF,PVDF_-PVDF-1,negative,49.008810132236455,114.06171804812752,small_fragment,"m/z 49.0 in 25-100 range — small fragment, could be hydrocarbon, oxygenated, or functional group fragment","['C', 'F']"
PVDF,PVDF_-PVDF-1,negative,54.99884749323503,7.687321752657507,small_fragment,"m/z 55.0 in 25-100 range — small fragment, could be hydrocarbon, oxygenated, or functional group fragment","['C', 'F']"
PVDF,PVDF_-PVDF-1,negative,60.00069002795842,47.24029399883028,small_fragment,"m/z 60.0 in 25-100 range — small fragment, could be hydrocarbon, oxygenated, or functional group fragment","['C', 'F']"
PVDF,PVDF_-PVDF-1,negative,66.99910201259547,37.57830824052915,small_fragment,"m/z 67.0 in 25-100 range — small fragment, could be hydrocarbon, oxygenated, or functional group fragment","['C', 'F']"
PVDF,PVDF_-PVDF-1,negative,72.00078961114772,82.33715805150406,small_fragment,"m/z 72.0 in 25-100 range — small fragment, could be hydrocarbon, oxygenated, or functional group fragment","['C', 'F']"
PVDF,PVDF_-PVDF-1,negative,73.00867893944181,75.76439092920754,small_fragment,"m/z 73.0 in 25-100 range — small fragment, could be hydrocarbon, oxygenated, or functional group fragment","['C', 'F']"
